Customer_ID,Customer_Name,City,Age,Gender,Last_Purchase,Frequency,Monetary,Avg_Order_Value,Fav_Category,Recency_Days,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST3054,Customer_96,Mumbai,28,Female,2025-05-30,1,63845.1,63845.1,Furniture,217,2,1,2,5,Lost / Churned
CUST3059,Customer_104,Patna,36,Male,2025-03-27,1,234450.42,234450.42,Fashion,281,1,1,4,6,Needs Attention
CUST3075,Customer_249,Bengaluru,55,Male,2025-02-13,1,8162.84,8162.84,Electronics,323,1,1,1,3,Lost / Churned
CUST3078,Customer_230,Gaya,22,Male,2025-09-01,1,76256.64,76256.64,Grocery,123,3,1,2,6,Recent Low-Engagement
CUST3080,Customer_378,Pune,41,Female,2025-05-03,1,43789.89,43789.89,Furniture,244,2,1,1,4,Lost / Churned
CUST3089,Customer_339,Kolkata,35,Female,2025-12-16,1,139534.08,139534.08,Electronics,17,4,1,3,8,Loyal High-Value
CUST3094,Customer_47,Bengaluru,49,Female,2025-07-22,1,343480.48,343480.48,Electronics,164,3,1,4,8,Loyal High-Value
CUST3107,Customer_99,Kolkata,21,Female,2025-03-28,1,28766.56,28766.56,Electronics,280,1,1,1,3,Lost / Churned
CUST3127,Customer_182,Bengaluru,63,Male,2025-10-14,1,139530.8,139530.8,Education,80,4,1,3,8,Loyal High-Value
CUST3129,Customer_138,Hyderabad,39,Male,2025-10-04,1,376842.87,376842.87,Education,90,3,1,4,8,Loyal High-Value
CUST3138,Customer_440,Mumbai,30,Female,2025-06-22,1,104971.05,104971.05,Grocery,194,2,1,2,5,Lost / Churned
CUST3169,Customer_138,Delhi,41,Female,2025-12-20,1,138808.11,138808.11,Electronics,13,4,1,3,8,Loyal High-Value
CUST3186,Customer_412,Delhi,60,Female,2025-03-23,1,156219.8,156219.8,Electronics,285,1,1,3,5,Needs Attention
CUST3189,Customer_384,Kolkata,30,Female,2025-10-11,1,69219.64,69219.64,Education,83,3,1,2,6,Recent Low-Engagement
CUST3194,Customer_114,Kolkata,34,Male,2025-01-22,1,51591.1,51591.1,Education,345,1,1,2,4,Lost / Churned
CUST3210,Customer_15,Mumbai,43,Female,2025-01-14,1,122561.37,122561.37,Electronics,353,1,1,3,5,Needs Attention
CUST3212,Customer_415,Gaya,33,Male,2025-08-09,1,42764.32,42764.32,Grocery,146,3,1,1,5,Recent Low-Engagement
CUST3228,Customer_209,Patna,55,Female,2025-05-02,1,283052.58,283052.58,Furniture,245,2,1,4,7,Needs Attention
CUST3237,Customer_341,Kolkata,48,Female,2025-12-15,1,270087.16,270087.16,Grocery,18,4,1,4,9,Loyal High-Value
CUST3260,Customer_237,Mumbai,55,Male,2025-12-28,1,110900.34,110900.34,Education,5,4,1,2,7,Recent Low-Engagement
CUST3264,Customer_227,Gaya,51,Female,2025-12-03,1,42437.1,42437.1,Electronics,30,4,1,1,6,Recent Low-Engagement
CUST3265,Customer_256,Gaya,29,Male,2025-10-20,1,97693.35,97693.35,Grocery,74,4,1,2,7,Recent Low-Engagement
CUST3277,Customer_148,Gaya,46,Female,2025-01-16,1,190335.12,190335.12,Electronics,351,1,1,3,5,Needs Attention
CUST3281,Customer_243,Pune,64,Female,2025-10-01,1,190106.9,190106.9,Electronics,93,3,1,3,7,Loyal High-Value
CUST3285,Customer_232,Mumbai,30,Female,2025-06-03,1,392423.76,392423.76,Electronics,213,2,1,4,7,Needs Attention
CUST3297,Customer_465,Gaya,47,Male,2025-05-10,1,40350.67,40350.67,Electronics,237,2,1,1,4,Lost / Churned
CUST3298,Customer_155,Kolkata,63,Female,2025-07-13,1,72667.0,72667.0,Grocery,173,3,1,2,6,Recent Low-Engagement
CUST3316,Customer_458,Patna,41,Female,2025-04-13,1,261998.08,261998.08,Education,264,2,1,4,7,Needs Attention
CUST3321,Customer_151,Bengaluru,20,Female,2025-07-12,1,62003.61,62003.61,Electronics,174,3,1,2,6,Recent Low-Engagement
CUST3327,Customer_94,Pune,19,Female,2025-11-20,1,90435.84,90435.84,Electronics,43,4,1,2,7,Recent Low-Engagement
CUST3330,Customer_450,Hyderabad,62,Female,2025-06-28,1,162554.32,162554.32,Electronics,188,2,1,3,6,Needs Attention
CUST3341,Customer_263,Gaya,54,Male,2025-09-30,1,186519.72,186519.72,Electronics,94,3,1,3,7,Loyal High-Value
CUST3345,Customer_202,Gaya,35,Female,2025-02-12,1,58809.5,58809.5,Education,324,1,2,2,5,Lost / Churned
CUST3365,Customer_80,Delhi,23,Male,2025-08-25,1,119390.88,119390.88,Electronics,130,3,2,3,8,Loyal High-Value
CUST3366,Customer_363,Delhi,55,Male,2025-10-31,2,360570.11,180285.055,Electronics,63,4,4,4,12,Champions
CUST3393,Customer_175,Hyderabad,24,Female,2025-09-09,1,108717.45,108717.45,Electronics,115,3,2,2,7,Recent Low-Engagement
CUST3397,Customer_101,Gaya,44,Male,2025-03-08,1,26461.65,26461.65,Furniture,300,1,2,1,4,Lost / Churned
CUST3417,Customer_102,Patna,36,Male,2025-02-08,1,252084.4,252084.4,Electronics,328,1,2,4,7,Needs Attention
CUST3418,Customer_499,Gaya,33,Female,2025-05-28,1,1229.02,1229.02,Electronics,219,2,2,1,5,Lost / Churned
CUST3430,Customer_184,Kolkata,51,Female,2025-07-10,1,215754.42,215754.42,Electronics,176,3,2,4,9,Loyal High-Value
CUST3438,Customer_98,Patna,56,Male,2025-11-12,1,148435.74,148435.74,Fashion,51,4,2,3,9,Loyal High-Value
CUST3440,Customer_28,Pune,32,Female,2025-07-07,1,33098.3,33098.3,Electronics,179,3,2,1,6,Recent Low-Engagement
CUST3459,Customer_320,Pune,19,Male,2025-08-01,1,88586.31,88586.31,Electronics,154,3,2,2,7,Recent Low-Engagement
CUST3464,Customer_1,Bengaluru,18,Female,2025-05-04,1,172829.92,172829.92,Education,243,2,2,3,7,Needs Attention
CUST3473,Customer_20,Hyderabad,56,Male,2025-03-16,1,18903.96,18903.96,Education,292,1,2,1,4,Lost / Churned
CUST3497,Customer_408,Patna,57,Male,2025-05-11,1,119906.32,119906.32,Electronics,236,2,2,3,7,Needs Attention
CUST3499,Customer_139,Mumbai,20,Male,2025-07-13,1,40383.06,40383.06,Furniture,173,3,2,1,6,Recent Low-Engagement
CUST3508,Customer_67,Gaya,31,Male,2025-11-14,2,192315.52000000002,96157.76000000001,Electronics,49,4,4,3,11,Champions
CUST3522,Customer_67,Bengaluru,24,Male,2025-01-20,1,30869.01,30869.01,Furniture,347,1,2,1,4,Lost / Churned
CUST3537,Customer_377,Pune,24,Female,2025-04-17,1,141646.92,141646.92,Furniture,260,2,2,3,7,Needs Attention
CUST3542,Customer_156,Patna,51,Male,2025-02-21,1,47618.43,47618.43,Electronics,315,1,2,1,4,Lost / Churned
CUST3564,Customer_267,Patna,41,Male,2025-06-07,1,444513.78,444513.78,Grocery,209,2,2,4,8,Needs Attention
CUST3566,Customer_430,Patna,45,Female,2025-02-16,1,178545.48,178545.48,Electronics,320,1,2,3,6,Needs Attention
CUST3567,Customer_407,Bengaluru,21,Male,2025-07-09,1,300593.16,300593.16,Furniture,177,3,2,4,9,Loyal High-Value
CUST3576,Customer_397,Hyderabad,53,Male,2025-04-02,1,321187.65,321187.65,Electronics,275,1,2,4,7,Needs Attention
CUST3580,Customer_60,Gaya,56,Female,2025-05-01,1,89124.8,89124.8,Electronics,246,2,2,2,6,Lost / Churned
CUST3602,Customer_295,Pune,54,Male,2025-06-04,1,67401.84,67401.84,Electronics,212,2,2,2,6,Lost / Churned
CUST3603,Customer_448,Delhi,56,Female,2025-04-26,1,15061.67,15061.67,Grocery,251,2,2,1,5,Lost / Churned
CUST3607,Customer_266,Patna,64,Female,2025-09-29,1,105764.6,105764.6,Education,95,3,2,2,7,Recent Low-Engagement
CUST3618,Customer_131,Pune,28,Male,2025-07-08,1,330723.9,330723.9,Electronics,178,3,2,4,9,Loyal High-Value
CUST3623,Customer_1,Mumbai,35,Male,2025-07-03,1,338531.22,338531.22,Electronics,183,2,2,4,8,Needs Attention
CUST3625,Customer_382,Kolkata,55,Female,2025-02-26,1,105841.56,105841.56,Electronics,310,1,2,2,5,Lost / Churned
CUST3652,Customer_436,Hyderabad,59,Male,2025-10-19,1,21496.95,21496.95,Education,75,4,2,1,7,Recent Low-Engagement
CUST3662,Customer_223,Hyderabad,34,Female,2025-01-15,1,14919.85,14919.85,Electronics,352,1,2,1,4,Lost / Churned
CUST3668,Customer_415,Patna,63,Male,2025-11-01,1,280078.14,280078.14,Electronics,62,4,2,4,10,Loyal High-Value
CUST3677,Customer_459,Patna,34,Female,2025-06-13,1,17041.21,17041.21,Fashion,203,2,2,1,5,Lost / Churned
CUST3679,Customer_242,Patna,48,Male,2025-05-19,1,239465.0,239465.0,Fashion,228,2,2,4,8,Needs Attention
CUST3682,Customer_132,Kolkata,56,Female,2025-11-13,1,144829.17,144829.17,Education,50,4,2,3,9,Loyal High-Value
CUST3685,Customer_94,Delhi,23,Female,2025-10-26,1,35489.21,35489.21,Furniture,68,4,2,1,7,Recent Low-Engagement
CUST3688,Customer_205,Bengaluru,38,Female,2025-02-05,1,213936.9,213936.9,Electronics,331,1,2,3,6,Needs Attention
CUST3689,Customer_179,Delhi,44,Female,2025-06-07,2,542484.08,271242.04,Electronics,209,2,4,4,10,At-Risk High-Value
CUST3690,Customer_413,Delhi,32,Female,2025-12-11,1,102479.94,102479.94,Education,22,4,2,2,8,Recent Low-Engagement
CUST3714,Customer_295,Patna,37,Female,2025-09-04,1,165724.79,165724.79,Grocery,120,3,2,3,8,Loyal High-Value
CUST3723,Customer_208,Kolkata,52,Male,2025-02-16,1,16453.6,16453.6,Electronics,320,1,2,1,4,Lost / Churned
CUST3730,Customer_273,Patna,41,Female,2025-07-18,2,538633.97,269316.985,Furniture,168,3,4,4,11,Champions
CUST3741,Customer_461,Mumbai,57,Female,2025-12-08,1,48583.48,48583.48,Electronics,25,4,2,2,8,Recent Low-Engagement
CUST3744,Customer_2,Mumbai,20,Female,2025-06-01,1,93190.71,93190.71,Fashion,215,2,2,2,6,Lost / Churned
CUST3745,Customer_138,Hyderabad,55,Female,2025-09-04,1,217666.56,217666.56,Electronics,120,3,2,4,9,Loyal High-Value
CUST3747,Customer_322,Mumbai,47,Female,2025-03-08,1,23973.18,23973.18,Electronics,300,1,2,1,4,Lost / Churned
CUST3751,Customer_270,Bengaluru,36,Male,2025-12-10,1,69239.88,69239.88,Fashion,23,4,2,2,8,Recent Low-Engagement
CUST3759,Customer_313,Mumbai,65,Female,2025-04-10,1,301283.73,301283.73,Grocery,267,2,2,4,8,Needs Attention
CUST3760,Customer_360,Bengaluru,63,Female,2025-09-05,1,41626.11,41626.11,Fashion,119,3,2,1,6,Recent Low-Engagement
CUST3763,Customer_221,Delhi,32,Female,2025-12-04,2,294488.9,147244.45,Fashion,29,4,4,4,12,Champions
CUST3767,Customer_470,Hyderabad,49,Female,2025-12-23,1,1981.7,1981.7,Furniture,10,4,2,1,7,Recent Low-Engagement
CUST3773,Customer_336,Pune,41,Female,2025-07-23,2,412403.57999999996,206201.78999999998,Furniture,163,3,4,4,11,Champions
CUST3778,Customer_96,Bengaluru,39,Female,2025-02-10,1,47848.0,47848.0,Fashion,326,1,2,1,4,Lost / Churned
CUST3794,Customer_315,Hyderabad,35,Female,2025-07-11,1,103917.5,103917.5,Education,175,3,2,2,7,Recent Low-Engagement
CUST3809,Customer_394,Gaya,44,Female,2025-11-23,1,51282.42,51282.42,Education,40,4,2,2,8,Recent Low-Engagement
CUST3820,Customer_312,Delhi,48,Female,2025-05-10,1,100104.3,100104.3,Grocery,237,2,2,2,6,Lost / Churned
CUST3835,Customer_256,Delhi,45,Male,2025-09-20,1,144095.7,144095.7,Education,104,3,2,3,8,Loyal High-Value
CUST3839,Customer_274,Bengaluru,61,Male,2025-01-07,1,410547.2,410547.2,Electronics,360,1,2,4,7,Needs Attention
CUST3843,Customer_209,Bengaluru,44,Female,2025-07-05,1,37727.1,37727.1,Electronics,181,2,2,1,5,Lost / Churned
CUST3850,Customer_163,Kolkata,27,Female,2025-09-29,1,122047.5,122047.5,Furniture,95,3,2,3,8,Loyal High-Value
CUST3851,Customer_487,Delhi,59,Male,2025-10-02,1,29862.4,29862.4,Electronics,92,3,2,1,6,Recent Low-Engagement
CUST3867,Customer_54,Patna,41,Female,2025-04-27,1,25348.95,25348.95,Electronics,250,2,2,1,5,Lost / Churned
CUST3877,Customer_133,Delhi,18,Male,2025-12-26,1,85323.78,85323.78,Electronics,7,4,2,2,8,Recent Low-Engagement
CUST3887,Customer_371,Mumbai,56,Female,2025-10-26,1,169196.64,169196.64,Electronics,68,4,2,3,9,Loyal High-Value
CUST3891,Customer_453,Mumbai,65,Male,2025-03-02,1,150743.16,150743.16,Electronics,306,1,2,3,6,Needs Attention
CUST3911,Customer_304,Gaya,26,Female,2025-07-28,1,81607.25,81607.25,Fashion,158,3,2,2,7,Recent Low-Engagement
CUST3948,Customer_465,Hyderabad,38,Male,2025-04-18,1,116728.5,116728.5,Furniture,259,2,2,3,7,Needs Attention
CUST3952,Customer_71,Hyderabad,40,Female,2025-12-31,1,323527.23,323527.23,Electronics,2,4,2,4,10,Loyal High-Value
CUST3966,Customer_338,Hyderabad,47,Female,2025-12-06,1,120078.24,120078.24,Furniture,27,4,2,3,9,Loyal High-Value
CUST3972,Customer_336,Gaya,20,Male,2025-11-17,1,240883.83,240883.83,Grocery,46,4,2,4,10,Loyal High-Value
CUST3987,Customer_126,Pune,55,Female,2025-03-25,1,330496.47,330496.47,Grocery,283,1,2,4,7,Needs Attention
CUST4002,Customer_388,Gaya,18,Female,2025-05-03,1,234114.2,234114.2,Electronics,244,2,2,4,8,Needs Attention
CUST4003,Customer_305,Bengaluru,54,Female,2025-03-30,1,468522.0,468522.0,Grocery,278,1,2,4,7,Needs Attention
CUST4009,Customer_273,Hyderabad,18,Male,2025-01-26,1,43713.28,43713.28,Grocery,341,1,2,1,4,Lost / Churned
CUST4034,Customer_271,Kolkata,32,Female,2025-06-30,1,85717.2,85717.2,Electronics,186,2,2,2,6,Lost / Churned
CUST4037,Customer_205,Kolkata,30,Male,2025-05-05,1,470798.6,470798.6,Electronics,242,2,2,4,8,Needs Attention
CUST4041,Customer_433,Bengaluru,32,Female,2025-10-12,2,173329.08,86664.54,Electronics,82,4,4,3,11,Champions
CUST4062,Customer_23,Mumbai,56,Female,2025-05-10,1,8906.18,8906.18,Furniture,237,2,2,1,5,Lost / Churned
CUST4073,Customer_353,Pune,25,Female,2025-05-18,1,92444.73,92444.73,Fashion,229,2,2,2,6,Lost / Churned
CUST4077,Customer_138,Mumbai,50,Male,2025-08-04,1,109913.8,109913.8,Electronics,151,3,2,2,7,Recent Low-Engagement
CUST4089,Customer_79,Gaya,42,Male,2025-12-18,1,112630.77,112630.77,Fashion,15,4,2,3,9,Loyal High-Value
CUST4094,Customer_382,Hyderabad,51,Male,2025-05-31,1,178309.16,178309.16,Grocery,216,2,2,3,7,Needs Attention
CUST4099,Customer_377,Delhi,55,Female,2025-08-04,1,208572.3,208572.3,Fashion,151,3,2,3,8,Loyal High-Value
CUST4103,Customer_454,Pune,33,Male,2025-10-31,1,63588.21,63588.21,Grocery,63,4,2,2,8,Recent Low-Engagement
CUST4106,Customer_226,Gaya,33,Male,2025-10-08,1,299498.92,299498.92,Grocery,86,3,2,4,9,Loyal High-Value
CUST4109,Customer_31,Delhi,53,Female,2025-01-06,1,221067.8,221067.8,Grocery,361,1,2,4,7,Needs Attention
CUST4110,Customer_73,Kolkata,59,Female,2025-02-07,1,360621.09,360621.09,Grocery,329,1,2,4,7,Needs Attention
CUST4112,Customer_71,Kolkata,33,Female,2025-09-12,1,51766.12,51766.12,Fashion,112,3,2,2,7,Recent Low-Engagement
CUST4132,Customer_47,Patna,41,Female,2025-04-01,1,7894.56,7894.56,Furniture,276,1,2,1,4,Lost / Churned
CUST4137,Customer_221,Gaya,36,Male,2025-08-31,2,333360.55,166680.275,Electronics,124,3,4,4,11,Champions
CUST4150,Customer_415,Delhi,31,Female,2025-03-26,1,359892.18,359892.18,Education,282,1,2,4,7,Needs Attention
CUST4167,Customer_113,Kolkata,41,Female,2025-08-24,1,249899.04,249899.04,Electronics,131,3,2,4,9,Loyal High-Value
CUST4169,Customer_307,Hyderabad,41,Female,2025-03-02,1,25982.0,25982.0,Grocery,306,1,2,1,4,Lost / Churned
CUST4215,Customer_103,Delhi,28,Male,2025-07-21,1,110511.99,110511.99,Fashion,165,3,2,2,7,Recent Low-Engagement
CUST4229,Customer_234,Hyderabad,51,Male,2025-08-24,1,136626.6,136626.6,Education,131,3,2,3,8,Loyal High-Value
CUST4264,Customer_304,Patna,26,Female,2025-11-15,1,278427.28,278427.28,Electronics,48,4,2,4,10,Loyal High-Value
CUST4269,Customer_268,Gaya,65,Female,2025-06-21,1,187463.04,187463.04,Electronics,195,2,2,3,7,Needs Attention
CUST4270,Customer_266,Kolkata,30,Male,2025-12-09,1,458774.9,458774.9,Education,24,4,2,4,10,Loyal High-Value
CUST4284,Customer_270,Patna,46,Male,2025-02-28,1,30640.69,30640.69,Electronics,308,1,2,1,4,Lost / Churned
CUST4317,Customer_498,Delhi,50,Female,2025-04-17,1,144969.64,144969.64,Education,260,2,2,3,7,Needs Attention
CUST4337,Customer_269,Kolkata,53,Female,2025-04-16,1,55976.48,55976.48,Electronics,261,2,2,2,6,Lost / Churned
CUST4363,Customer_161,Delhi,30,Female,2025-11-30,1,401091.2,401091.2,Education,33,4,2,4,10,Loyal High-Value
CUST4381,Customer_324,Kolkata,39,Female,2025-01-09,1,135764.76,135764.76,Electronics,358,1,2,3,6,Needs Attention
CUST4391,Customer_214,Hyderabad,36,Male,2025-12-12,1,197421.55,197421.55,Electronics,21,4,2,3,9,Loyal High-Value
CUST4414,Customer_194,Delhi,53,Female,2025-01-10,1,15617.29,15617.29,Education,357,1,2,1,4,Lost / Churned
CUST4417,Customer_234,Mumbai,52,Male,2025-05-06,1,6280.83,6280.83,Electronics,241,2,2,1,5,Lost / Churned
CUST4420,Customer_268,Gaya,38,Male,2025-08-18,1,13705.83,13705.83,Furniture,137,3,2,1,6,Recent Low-Engagement
CUST4431,Customer_177,Gaya,19,Male,2025-06-29,1,30519.5,30519.5,Furniture,187,2,2,1,5,Lost / Churned
CUST4438,Customer_133,Kolkata,56,Female,2025-02-20,1,29540.26,29540.26,Furniture,316,1,2,1,4,Lost / Churned
CUST4457,Customer_212,Hyderabad,31,Female,2025-04-30,1,110260.04,110260.04,Electronics,247,2,2,2,6,Lost / Churned
CUST4482,Customer_139,Pune,53,Male,2025-06-07,1,421025.22,421025.22,Electronics,209,2,2,4,8,Needs Attention
CUST4483,Customer_109,Patna,63,Female,2025-07-27,1,370228.72,370228.72,Education,159,3,2,4,9,Loyal High-Value
CUST4488,Customer_414,Kolkata,39,Female,2025-04-09,1,47539.35,47539.35,Electronics,268,2,2,1,5,Lost / Churned
CUST4496,Customer_53,Bengaluru,18,Female,2025-03-12,1,333687.41,333687.41,Furniture,296,1,2,4,7,Needs Attention
CUST4515,Customer_281,Hyderabad,48,Female,2025-07-28,1,78848.08,78848.08,Grocery,158,3,2,2,7,Recent Low-Engagement
CUST4527,Customer_359,Mumbai,54,Male,2025-06-22,1,210037.8,210037.8,Education,194,2,2,3,7,Needs Attention
CUST4532,Customer_68,Pune,52,Male,2025-02-27,1,210571.1,210571.1,Fashion,309,1,2,3,6,Needs Attention
CUST4537,Customer_9,Gaya,63,Male,2025-09-02,1,167620.15,167620.15,Education,122,3,2,3,8,Loyal High-Value
CUST4553,Customer_489,Kolkata,44,Female,2025-01-05,1,165937.8,165937.8,Furniture,362,1,2,3,6,Needs Attention
CUST4559,Customer_466,Bengaluru,57,Female,2025-05-30,1,52501.23,52501.23,Electronics,217,2,2,2,6,Lost / Churned
CUST4565,Customer_359,Delhi,65,Female,2025-12-07,1,23886.69,23886.69,Grocery,26,4,2,1,7,Recent Low-Engagement
CUST4569,Customer_238,Patna,38,Male,2025-12-25,1,419975.28,419975.28,Electronics,8,4,2,4,10,Loyal High-Value
CUST4584,Customer_138,Pune,18,Female,2025-10-14,1,462701.3,462701.3,Fashion,80,4,2,4,10,Loyal High-Value
CUST4598,Customer_96,Patna,33,Female,2025-07-18,1,66336.0,66336.0,Fashion,168,3,2,2,7,Recent Low-Engagement
CUST4601,Customer_82,Hyderabad,55,Female,2025-08-17,1,5053.68,5053.68,Education,138,3,2,1,6,Recent Low-Engagement
CUST4602,Customer_150,Pune,26,Female,2025-11-30,1,6430.22,6430.22,Furniture,33,4,2,1,7,Recent Low-Engagement
CUST4625,Customer_296,Gaya,25,Female,2025-02-22,1,306956.37,306956.37,Education,314,1,2,4,7,Needs Attention
CUST4629,Customer_167,Patna,40,Female,2025-02-09,1,75833.37,75833.37,Electronics,327,1,2,2,5,Lost / Churned
CUST4646,Customer_365,Bengaluru,36,Female,2025-12-25,1,190160.1,190160.1,Grocery,8,4,2,3,9,Loyal High-Value
CUST4650,Customer_370,Delhi,32,Male,2025-11-07,1,143752.47,143752.47,Fashion,56,4,2,3,9,Loyal High-Value
CUST4651,Customer_359,Kolkata,54,Male,2025-03-07,1,99449.28,99449.28,Electronics,301,1,2,2,5,Lost / Churned
CUST4655,Customer_167,Kolkata,35,Male,2025-10-16,1,239811.81,239811.81,Fashion,78,4,2,4,10,Loyal High-Value
CUST4673,Customer_386,Delhi,42,Female,2025-08-29,1,81396.85,81396.85,Fashion,126,3,2,2,7,Recent Low-Engagement
CUST4685,Customer_22,Gaya,35,Male,2025-04-08,1,241032.51,241032.51,Grocery,269,2,2,4,8,Needs Attention
CUST4686,Customer_473,Pune,27,Male,2025-06-18,1,290918.72,290918.72,Grocery,198,2,2,4,8,Needs Attention
CUST4703,Customer_394,Patna,58,Male,2025-12-03,1,158544.6,158544.6,Electronics,30,4,2,3,9,Loyal High-Value
CUST4705,Customer_53,Hyderabad,43,Female,2025-07-18,1,29838.32,29838.32,Fashion,168,3,2,1,6,Recent Low-Engagement
CUST4706,Customer_34,Delhi,62,Female,2026-01-01,2,528036.44,264018.22,Electronics,1,4,4,4,12,Champions
CUST4722,Customer_390,Bengaluru,63,Male,2025-10-23,1,217967.64,217967.64,Furniture,71,4,2,4,10,Loyal High-Value
CUST4730,Customer_484,Patna,20,Female,2025-11-02,1,203288.64,203288.64,Electronics,61,4,2,3,9,Loyal High-Value
CUST4737,Customer_367,Patna,22,Female,2025-09-11,1,180858.3,180858.3,Education,113,3,2,3,8,Loyal High-Value
CUST4742,Customer_177,Kolkata,21,Male,2025-10-06,1,74556.42,74556.42,Electronics,88,3,2,2,7,Recent Low-Engagement
CUST4747,Customer_193,Gaya,44,Male,2025-07-01,1,102099.33,102099.33,Electronics,185,2,2,2,6,Lost / Churned
CUST4750,Customer_78,Delhi,42,Female,2025-09-02,1,95299.22,95299.22,Electronics,122,3,2,2,7,Recent Low-Engagement
CUST4751,Customer_260,Patna,20,Male,2025-11-29,1,243462.6,243462.6,Grocery,34,4,2,4,10,Loyal High-Value
CUST4756,Customer_15,Bengaluru,55,Female,2025-09-15,2,19079.68,9539.84,Education,109,3,4,1,8,Needs Attention
CUST4758,Customer_372,Pune,63,Male,2025-07-24,1,66288.95,66288.95,Electronics,162,3,2,2,7,Recent Low-Engagement
CUST4777,Customer_233,Gaya,60,Female,2025-05-13,1,21001.73,21001.73,Electronics,234,2,2,1,5,Lost / Churned
CUST4796,Customer_380,Bengaluru,44,Male,2025-11-20,1,140365.9,140365.9,Grocery,43,4,2,3,9,Loyal High-Value
CUST4810,Customer_416,Kolkata,18,Male,2025-05-10,1,97167.28,97167.28,Fashion,237,2,2,2,6,Lost / Churned
CUST4824,Customer_98,Gaya,24,Male,2025-01-25,1,226245.78,226245.78,Electronics,342,1,2,4,7,Needs Attention
CUST4829,Customer_202,Mumbai,19,Female,2025-09-13,1,333996.4,333996.4,Fashion,111,3,2,4,9,Loyal High-Value
CUST4845,Customer_401,Mumbai,18,Male,2025-11-18,1,2599.12,2599.12,Furniture,45,4,2,1,7,Recent Low-Engagement
CUST4849,Customer_209,Patna,28,Male,2025-01-05,1,28812.06,28812.06,Grocery,362,1,2,1,4,Lost / Churned
CUST4869,Customer_392,Kolkata,37,Male,2025-07-28,1,485667.8,485667.8,Electronics,158,3,2,4,9,Loyal High-Value
CUST4881,Customer_389,Patna,32,Male,2025-08-09,1,5629.1,5629.1,Education,146,3,2,1,6,Recent Low-Engagement
CUST4888,Customer_13,Pune,38,Male,2025-06-14,1,40275.15,40275.15,Fashion,202,2,2,1,5,Lost / Churned
CUST4901,Customer_327,Mumbai,29,Female,2025-11-14,1,47545.23,47545.23,Grocery,49,4,2,1,7,Recent Low-Engagement
CUST4926,Customer_102,Delhi,45,Male,2025-11-26,1,13050.5,13050.5,Education,37,4,2,1,7,Recent Low-Engagement
CUST4934,Customer_25,Bengaluru,41,Male,2025-03-12,1,318588.55,318588.55,Grocery,296,1,2,4,7,Needs Attention
CUST4941,Customer_457,Mumbai,50,Female,2025-01-31,1,60395.06,60395.06,Furniture,336,1,2,2,5,Lost / Churned
CUST4943,Customer_198,Mumbai,34,Male,2025-05-11,1,12420.48,12420.48,Grocery,236,2,2,1,5,Lost / Churned
CUST4947,Customer_352,Bengaluru,58,Male,2025-01-09,1,37605.65,37605.65,Furniture,358,1,2,1,4,Lost / Churned
CUST4958,Customer_160,Gaya,45,Male,2025-06-19,1,25717.95,25717.95,Grocery,197,2,2,1,5,Lost / Churned
CUST4966,Customer_367,Bengaluru,47,Female,2025-08-26,1,8286.54,8286.54,Furniture,129,3,2,1,6,Recent Low-Engagement
CUST4973,Customer_443,Kolkata,24,Male,2025-09-18,1,42500.65,42500.65,Fashion,106,3,2,1,6,Recent Low-Engagement
CUST4977,Customer_359,Mumbai,33,Male,2025-01-19,1,200969.45,200969.45,Furniture,348,1,2,3,6,Needs Attention
CUST4979,Customer_273,Mumbai,45,Male,2025-06-16,1,51456.6,51456.6,Education,200,2,2,2,6,Lost / Churned
CUST4982,Customer_370,Delhi,33,Male,2025-06-10,1,439972.2,439972.2,Electronics,206,2,2,4,8,Needs Attention
CUST4996,Customer_449,Hyderabad,61,Female,2025-12-21,2,257757.48,128878.74,Education,12,4,4,4,12,Champions
CUST4997,Customer_371,Hyderabad,31,Male,2025-07-21,1,45063.04,45063.04,Education,165,3,2,1,6,Recent Low-Engagement
CUST5005,Customer_176,Kolkata,20,Female,2025-12-19,1,174940.92,174940.92,Education,14,4,2,3,9,Loyal High-Value
CUST5010,Customer_46,Pune,41,Female,2025-07-29,1,124324.34,124324.34,Grocery,157,3,2,3,8,Loyal High-Value
CUST5025,Customer_159,Patna,28,Female,2025-05-04,1,20875.52,20875.52,Education,243,2,2,1,5,Lost / Churned
CUST5036,Customer_468,Patna,32,Male,2025-03-03,1,299490.08,299490.08,Furniture,305,1,2,4,7,Needs Attention
CUST5057,Customer_158,Patna,52,Female,2025-06-08,1,30227.94,30227.94,Fashion,208,2,2,1,5,Lost / Churned
CUST5063,Customer_50,Mumbai,33,Female,2025-05-13,1,15831.03,15831.03,Electronics,234,2,2,1,5,Lost / Churned
CUST5079,Customer_348,Bengaluru,41,Female,2025-10-22,1,267836.96,267836.96,Furniture,72,4,2,4,10,Loyal High-Value
CUST5091,Customer_375,Bengaluru,47,Male,2025-02-19,1,213995.1,213995.1,Grocery,317,1,2,3,6,Needs Attention
CUST5097,Customer_302,Mumbai,65,Female,2025-05-09,1,185571.72,185571.72,Electronics,238,2,2,3,7,Needs Attention
CUST5102,Customer_416,Hyderabad,41,Female,2025-04-20,1,78808.86,78808.86,Education,257,2,2,2,6,Lost / Churned
